c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,target
0.6341845485739115,0.03888320738671103,0.20739486305536725,0.8246020962174957,0.9195913605791375,0.39737401517022075,0.6380785485731705,0.8634592160605524,0.8108563130129114,0.48787390486988036,1
0.9465712989862527,0.26860927632938414,0.37731726768414653,0.0783302021605713,0.2430422523617224,0.6583408320413489,0.7606999842317436,0.2693257609933809,0.5258499439997484,0.5070436016092857,1
0.5514433100124309,0.4829768157944083,0.6295762230849633,0.45091586084504764,0.1219041699579051,0.06721652469710793,0.5454889040048799,0.2920764847380217,0.17309887718005834,0.1420187929614838,1
0.6333401808425728,0.8773683308663052,0.46634625659806717,0.5650942899378876,0.7121048898411729,0.06742982237139417,0.13684443793814816,0.213169572358748,0.5456795457371888,0.7643062977484433,1
0.5197208607056356,0.24905518678073302,0.4428508771263685,0.8993847098133573,0.07167139071856266,0.6635670665371061,0.4335182227246195,0.13088043779059955,0.09693138466018769,0.5785580938854382,1
0.4320225348186719,0.4577491793420774,0.003472014253019573,0.2536261538871545,0.371218241573786,0.23810900745863595,0.07656105655658818,0.6447662222766513,0.02998531116444647,0.5535987669712751,0
0.40979865097205403,0.7065836131771757,0.044038293392416716,0.2752656174377718,0.116240967182212,0.19182764414864528,0.21895228272755918,0.1516260994996268,0.1333000289031545,0.6627702765228783,1
0.6861618247327667,0.7762557282187755,0.5788299656165969,0.3109881956223062,0.8647698542493971,0.4279647291101236,0.18085678570670105,0.06411586796586333,0.11008448485945632,0.17342813831410187,1
0.11612448371199768,0.7229256623982733,0.10061555604776662,0.8599983551056424,0.533955843479146,0.8413406185899938,0.5802710260699684,0.08090396533695599,0.5367973261576233,0.0908991944840496,1
0.10310149236165567,0.15824044168071916,0.12460913418503416,0.8968682197803817,0.5726852987298722,0.8423516126014673,0.4577382645247675,0.619757509992534,0.7993436514425664,0.302349456812565,1
0.5270419139543542,0.14826414770995078,0.6037578964856811,0.7202640486357716,0.746145099021744,0.375932604184368,0.974806784593789,0.4213465720601266,0.2923344284254138,0.8929222830105474,0
0.5544152221766196,0.10953638590969539,0.7915147284869972,0.7089154068201384,0.8771105502888684,0.7046147809838176,0.8017438532415102,0.6101495346933362,0.5072157156473417,0.9082214559505604,0
0.4809978372933357,0.21258351810291665,0.3388636290888164,0.4923026578948425,0.9064320060019556,0.5308819435545363,0.7687532454385915,0.26244044112177156,0.8806877549114942,0.2818236698840181,0
0.5041770995462752,0.7157649181551354,0.9436158484359622,0.8460940063100433,0.4185556527756529,0.3739477131570679,0.6818672411809722,0.670826632085171,0.7465098002001723,0.03782332517656806,0
0.8997469615729289,0.34758697699422814,0.027063718534766634,0.4989682790272659,0.5115455645405269,0.2504809713830378,0.08971927274611613,0.23178334968018943,0.05655637716241446,0.2430464943660252,1
0.5818245230033438,0.8393175255682876,0.13356882994055896,0.5199079390435556,0.3329456719580073,0.6401068307742239,0.25632680939582964,0.20612435292265918,0.9657843889189911,0.49868047798658943,0
0.5230526217089733,0.09846987431515486,0.8736351090218759,0.015937577745824716,0.8367283050768834,0.4835975111742158,0.219204311411195,0.25381402713853796,0.6647416383159194,0.6868834322584432,0
0.21869877951178474,0.4145147180375036,0.026959456926409886,0.7738926812503474,0.438129968639401,0.3784742916985643,0.38672086509872283,0.4532719674533652,0.6758064282226783,0.8610089807572623,0
0.3232475238331255,0.20416140666741522,0.8208639628660354,0.9448825625625683,0.7907438580727648,0.3193522743871221,0.42511056745762055,0.7961160759807625,0.4438285027942084,0.3016176887326797,1
0.5361699021565617,0.7481232130029534,0.32740914126516263,0.5376027009928486,0.3755681741112714,0.6753997938892471,0.50702747814071,0.7716049929764526,0.5388320724436054,0.712418524246784,1
0.5259998411640364,0.234734912986165,0.24222856171733265,0.3654607726435496,0.532650975498474,0.9176501473674653,0.3726880524901176,0.8898310949669047,0.9425505337889798,0.8151488426715094,0
0.24942942587729922,0.46128599577881757,0.6575426514837956,0.8106345795059527,0.17459440562623996,0.559877906862457,0.7803324644566547,0.3044704219197307,0.1276727241118869,0.6245484683377468,1
0.3973156815797544,0.0857930333958481,0.1091820465669382,0.16928732967295712,0.022108569836381653,0.6866325729316912,0.2146736443978855,0.013821940945592082,0.6473016719280178,0.02578532720902782,0
0.20153156472957934,0.32440477843176874,0.5803604247907638,0.007900879305390962,0.2098956995928758,0.5106060526806787,0.46261697573204874,0.7307052036849945,0.004386848370163454,0.8467122051894794,1
0.307071317578567,0.3464474237128692,0.06911499992492887,0.3008410429773726,0.13916262171921612,0.5940266630882332,0.3566825397616058,0.13930923997561662,0.6467447396071004,0.5258848989245075,1
0.31434346463123675,0.362087929021377,0.039452865108209,0.85411017862193,0.07555675460980182,0.9009202038668498,0.013821379163233116,0.6874016785897813,0.7420003821923669,0.34028540043071975,0
0.34846516202886146,0.6531223448135659,0.30158451689183263,0.26130256288271714,0.7257234810960582,0.5264531690634767,0.3779838329171934,0.5322399956111726,0.7792125268349049,0.8855585524053043,0
0.7434202302721757,0.15050385191108528,0.3411948121233582,0.006547825427061671,0.6092252214642855,0.4714452938517646,0.523273077970738,0.2930208165903718,0.42466590597444676,0.781429443481501,1
0.034833147483848914,0.07929526036230583,0.5874781462307032,0.7559354677326345,0.8088493625351338,0.7186882567647375,0.6848144120526793,0.37919771677254965,0.9322368816220687,0.28126555954498933,0
0.9995415611651993,0.43813428662931275,0.7985797588004447,0.5432280319232875,0.30227276671875825,0.98774156173157,0.7499596568171916,0.7434606893068905,0.7151150075516695,0.1862608432416326,0
0.6507088963287949,0.23499429511305192,0.36926151223355974,0.6844416948420403,0.652617537333179,0.741036855962096,0.5169244968205909,0.22471150916792104,0.8069476607089279,0.672245307660039,1
0.6163195667027567,0.13498110631421023,0.5305879313517182,0.9200225783218093,0.6068516173739348,0.14340281651430786,0.31590873260269037,0.6334125088799074,0.9619899156597259,0.8853996160089014,0
0.49879749660925976,0.7727898527014562,0.030293844446238616,0.7039895314416313,0.9491986086558092,0.02730510537913744,0.14604168291703878,0.6125767015966179,0.5312910105220693,0.6645028161942221,1
0.11759001835071814,0.9932550161106811,0.029065172006369933,0.4322362401685995,0.8988132591580243,0.26245938795859225,0.7735260525766076,0.9288542736762779,0.08927265374152227,0.9910203501731444,1
0.342915581841048,0.03198484373554111,0.2442858775512775,0.06155383234698919,0.22226724801841424,0.04293076192924261,0.7574635724184468,0.921155013958611,0.6175979358508886,0.2636532234629715,1
0.55280887549329,0.08036338642939578,0.6437951960296708,0.4287357682159689,0.045080429945397515,0.42438334733580674,0.7954418755645095,0.7943893088087022,0.5938287448912982,0.42931350693386416,1
0.8947929713596581,0.6216485272786136,0.33861033279693686,0.6602298517834553,0.8807854093563637,0.7475075460689682,0.1250983941631416,0.5731944696048233,0.3581024664796074,0.9309837090596819,1
0.8568791411179649,0.1310765952987326,0.824830213516569,0.6488900208366399,0.8786258950406781,0.220463856192473,0.06212550339581724,0.8505273255035598,0.3070873649003312,0.3755084289160697,0
0.9322079592119888,0.23983824577106827,0.6072960182832523,0.7199004048543229,0.6374707529984539,0.6735668526643191,0.5011199726733588,0.3082881510805131,0.1846968157342358,0.9084817781011849,0
0.7893566763335048,0.5608798271296362,0.27982210856424183,0.926178756192474,0.9204526377496476,0.5207915350703456,0.8834435467023178,0.10576253636657418,0.10965126610121456,0.34625562598251014,1
0.17989835227688378,0.23814691812886535,0.5288389288118808,0.22143561358704456,0.1532883445277372,0.5231612920180766,0.2320282823941694,0.2943088077843615,0.26819988999382816,0.6357571090049398,1
0.04457266230080381,0.03730490868629932,0.5613961794906195,0.24310213894714594,0.8322143368254291,0.08564425592983693,0.16602646044488845,0.28143241816101217,0.3757611203543586,0.7920823731593931,1
0.38639135761850896,0.5211045627098541,0.06030620675651788,0.4606176606678216,0.5956293229643552,0.5094993881166371,0.17449307596993657,0.03479094892542067,0.8567061946145261,0.9204694231005148,0
0.7317177215978315,0.446996809477064,0.7929238490525454,0.47031725176153083,0.7277279761140183,0.7866026436844475,0.47769554638346146,0.8674168247470971,0.4497161575827119,0.7622805236971287,0
0.010493771458653045,0.9288339440014041,0.9081744345917762,0.560875547483557,0.5282179147287084,0.6796005099141448,0.5340229121250571,0.6579366836860114,0.9248857741367268,0.8921007681391564,1
0.23943955410382411,0.422107914402139,0.8307665765280957,0.42922461607834306,0.3223166503200109,0.3698280381837614,0.7945309653484476,0.14485949126521436,0.6842340118006166,0.5369433474556201,0
0.5177602665736335,0.8573240152632183,0.05221793006842412,0.3274982259692577,0.9209274964176952,0.655870762928759,0.13858583322004736,0.4412088549923803,0.4776014230813689,0.5651157600127793,0
0.10657639028344468,0.8098340809368701,0.8823554847454965,0.35066185989048426,0.9295209952659733,0.9111470365175168,0.5574326359117303,0.5530233146443062,0.4323944825200957,0.6797524472578951,1
0.019182342344249315,0.4507570001730491,0.3369405503811811,0.8298792392893837,0.749041421490721,0.09050022706310246,0.5401070429189451,0.2484393236973388,0.5371885660614023,0.174921043045959,0
0.7685672176801733,0.2922501654945524,0.07968463685052296,0.6547749650801379,0.6809539429389099,0.40766953982095655,0.6722196996559862,0.6013453483734266,0.7099024769535484,0.17389560362127654,1
0.960486350225062,0.6230781911134965,0.41054224527186334,0.5242272155567921,0.1493184545463475,0.1042892788317461,0.4890628457260281,0.6497408446377001,0.7350690445981282,0.34627222760719534,0
0.1713772881648843,0.43845541125284915,0.3992374786646996,0.9839792356784853,0.7312657430960331,0.28526809247465545,0.8708509499801339,0.010723933595251478,0.519445753875543,0.4560682582757829,1
0.1061847384477046,0.5365633174763078,0.03656766104323328,0.31892925939425265,0.04195787746278423,0.6788777874138333,0.8974490350038046,0.7784462585689806,0.5906872608813235,0.16237657271166372,1
0.11677039916329457,0.84132858180179,0.6239032945833276,0.311644512601125,0.201337356211311,0.489195946190901,0.8779734191720021,0.9061084423165163,0.9032486824032931,0.3417898725452063,0
0.5163797059699059,0.6778915130024649,0.42692036517206733,0.6311397841630176,0.5973383863603604,0.8460321379100081,0.671457086765382,0.22805360125325047,0.16650149204011133,0.608509072766245,0
0.8297239454575905,0.57180067393912,0.02893868889234852,0.7838117560783954,0.5064226119180956,0.3331939987996688,0.34723805307137445,0.03994814008392411,0.4946573606700846,0.14147504985631942,0
0.3976621229558168,0.19611595954802608,0.3141525196511732,0.334132599099058,0.8511227881945026,0.15642427539961035,0.37824782390957246,0.1760503458075875,0.8087365862158581,0.7086903341269417,0
0.27901089486534236,0.8210092253787223,0.31073348793700994,0.07523762301172565,0.4885222130797743,0.8978835944834728,0.4167890034227225,0.6247788591607477,0.5697107877030304,0.7163315329483964,1
0.5435683140207697,0.6657488595959266,0.9139473761958834,0.622619122147166,0.8681426603606258,0.14957779846673025,0.793862388673136,0.991875901739788,0.2693570797501902,0.7751768394709388,1
0.5452867701250372,0.4591491591325758,0.4292288696514346,0.09354150681558138,0.22845698626569289,0.06170301990214011,0.54618020019912,0.7739228737601768,0.30963186865559267,0.36013791478873813,0
0.0869919546261908,0.48692601998659835,0.6261328428890776,0.3500164434543528,0.5694663842544639,0.6589639646988307,0.6708578962494474,0.19657681026849438,0.6374160064493746,0.032670663952126366,1
0.9727417347444417,0.012496773335632372,0.03771024506302523,0.1451370347613461,0.6163957917755881,0.5938121956807361,0.4249272334236227,0.2582654444915019,0.7051286322205987,0.6501334327265247,0
0.060723494032338565,0.9342890218624375,0.8312979934860519,0.8230545353126962,0.0006870581734762515,0.5882843283008239,0.7988637688522873,0.5994871612227751,0.0019249254758906265,0.8047817515973594,0
0.33597934628116843,0.758748724163611,0.19080075927257234,0.7927336444812483,0.854806406376284,0.583353822787352,0.49599524122791383,0.743944783499847,0.9660094454269628,0.09750491639177494,0
0.33356175357305984,0.7463822879364637,0.8843315571728679,0.8754433210622706,0.665489444107757,0.24201374408334353,0.39376111296304706,0.5749007336746751,0.11513471240821982,0.8981416139603131,0
0.5092823042759829,0.11247430428527494,0.4515221058863256,0.8214540802729317,0.24683541515904706,0.054736508666173855,0.21712668955587588,0.5823811060296495,0.5506146563570641,0.2738567180373176,1
0.3479114612594648,0.18671790392573784,0.7991442736604419,0.10316191195260138,0.36022543356536973,0.09628562643964145,0.40506203215681147,0.14515548359051567,0.9066527777256597,0.5266813428012728,1
0.5953828652642994,0.1593232562329634,0.8961259107425817,0.16022582280140107,0.5476307036073209,0.9126382126943815,0.43250927943174455,0.2543825800973831,0.472147691903559,0.9173956855990487,1
0.5394027591550377,0.01917441044799406,0.56969570623555,0.8857554295245474,0.7865487973805111,0.583891329437604,0.8229026607011445,0.13920807155193893,0.39054161363898254,0.4956885982550139,0
0.44354257733048585,0.32286034055544377,0.7635416828789044,0.8065711344995969,0.006105438921284456,0.6468229934106651,0.525020668248428,0.2180922748768761,0.5958750646473118,0.3721019266152926,1
0.4888773128155852,0.9182255121195777,0.6020104354513859,0.8046177889120827,0.8410996199968251,0.2855954844495179,0.8856314838703326,0.8484313330583181,0.6509658066163732,0.36011989220071994,0
0.11302645719896098,0.2974163148366904,0.8238128986936303,0.9722027446269331,0.48399182013721476,0.16955724624827317,0.3351238776198857,0.13450022302967124,0.35639848857247625,0.38035398013370425,0
0.4393149820967055,0.09560725431863737,0.44583833954091445,0.17817218156141168,0.33734683382920483,0.07263431937137199,0.7144560031352286,0.09156138316585205,0.2820774385747765,0.04259095033163263,0
0.18542059197730287,0.7330857117893257,0.6932748550447838,0.6930659219020544,0.6011405182180334,0.9806570394683641,0.73471699503003,0.421893901702289,0.45324541317318123,0.48404665668638025,0
0.3028918920002537,0.2878679073201158,0.27305605948664646,0.187779939433535,0.40856103317309034,0.9327740867743146,0.40082174441000396,0.03168908048987884,0.6732606185100689,0.2702634314228659,0
0.4386804253624036,0.9943780221162235,0.903123758104131,0.2827590504718397,0.49025587020905514,0.9984467139692718,0.1189529037082575,0.2798141586199401,0.03249285394471235,0.44523224459994826,1
0.6943438126249902,0.28058795440886264,0.3976490112554609,0.793616135056793,0.6739333523588967,0.5425870705072772,0.8160343386932506,0.6137941309442451,0.980989719277826,0.7359072756558517,1
0.6548041676007414,0.9795490932723223,0.6878284668342143,0.616895645672272,0.8211932470363759,0.677399345361576,0.5194204806240791,0.5359714749393404,0.12317627306383616,0.5670446446584911,1
0.1644050060855078,0.7595333199032289,0.1985448563870994,0.5731703625902782,0.06255038618717945,0.9040680934186205,0.5377815924333892,0.9858396787778293,0.5225799856972154,0.2984981741585344,1
0.029508316557072978,0.9182978623859414,0.799742115705564,0.3389471564570341,0.2719049127403085,0.571279973320885,0.6156238434523058,0.932296642626001,0.29613111728253316,0.3282659869225678,1
0.298391902466539,0.925099903193148,0.700572298864018,0.33790467271053515,0.8671904224043565,0.17530640748302673,0.3062748362990856,0.4577859163451298,0.22431512510045892,0.12980415236178233,1
0.28620948558959247,0.8377571037233531,0.13399175029157395,0.2681295419350612,0.7165083073003741,0.4932877511859324,0.6012600596307422,0.8393275966750521,0.03873533283671027,0.5967939288086225,0
0.058692897612013795,0.2845621639518626,0.2735180817780849,0.5054102322696505,0.8189449437543601,0.1028250827906888,0.6310422516531582,0.6840488906289729,0.6029895724817468,0.27151178553645994,1
0.8713174257089887,0.04754403718634903,0.34906108993321017,0.7634498494564349,0.7831700374345503,0.633755615087276,0.08898522149309895,0.08318232934136238,0.018386109575079135,0.7993423148768753,1
0.8012274573090636,0.2873821478467645,0.4257836771697927,0.992022482017107,0.9688892921068051,0.5365651373615584,0.8181681410806754,0.2275946843086002,0.4493505769682099,0.4357211503579944,1
0.6143648233078908,0.7212079821007945,0.42549177024747575,0.6559668623608826,0.7062109525352879,0.4515959918751533,0.24903442389099406,0.4914489356041082,0.5291948461829974,0.6939994999371234,0
0.6128592088156664,0.44877146237519827,0.8477887945629742,2.718194598649859e-05,0.018251774139252608,0.35590575670064895,0.8709336210229258,0.9333265705036593,0.024633199023681995,0.25752784243235216,0
0.16687537673031505,0.4787512373632272,0.9759201000227504,0.06850796965699657,0.5273680829509284,0.6834664714211857,0.3257083726076052,0.8273679078340704,0.03985910932437109,0.24386265394518436,0
0.33293613309131853,0.01362104081554294,0.3240141634567132,0.7151981132836549,0.4353448276897742,0.7041887037428461,0.042015084579267836,0.798837245403386,0.162335477861823,0.8885474411665452,1
0.040137351087215944,0.07383166644131178,0.7663558479129512,0.8398463392464219,0.10033782470520736,0.7031556757633542,0.7137873679760249,0.7585527578629826,0.8248476827688491,0.7682053363172802,0
0.5858986059893047,0.008164193922396201,0.4737189439604571,0.7903440184685683,0.9582970951160842,0.7705984179035392,0.8223889696254629,0.4668974241312609,0.25582835652190994,0.3109404799903076,0
0.2790775668539549,0.5276275707342618,0.05177740306903933,0.19282087914927148,0.4456032621356205,0.9096765817513559,0.09627588460852521,0.37746397929288045,0.9412379984477464,0.7559608053671657,1
0.7490291801207368,0.8080773614062325,0.6978280731466375,0.7117614280476325,0.3996331490733295,0.802896715370983,0.8918003806577767,0.43150677866353837,0.7655938183995136,0.6392327691058224,0
0.23302436442494145,0.24720990230363515,0.36546022658693333,0.3235823306283291,0.22218633271867105,0.578354463890127,0.6960756443774326,0.8788844940420294,0.2761111997882889,0.32543264232688607,1
0.7406279754984827,0.31307347159049537,0.07046336348106941,0.1641758490101074,0.659444163209621,0.37144813275629873,0.2919775440006105,0.9311056432799394,0.8449871963380009,0.10306231462433002,1
0.5715021329868696,0.3581422477944953,0.07380419692680795,0.8588226270177879,0.7096567731854385,0.24019811446270012,0.8085903395938348,0.49075414911363857,0.5781117521371756,0.5814516340004457,0
0.06919037161187813,0.5251842907198323,0.7971988816062566,0.5049352206526913,0.35403385865113146,0.1818625709774666,0.6661832361281087,0.9124839401267985,0.9960315623126684,0.4596415619215618,1
0.14796670614805418,0.8596407796980294,0.531165167164228,0.44771546052863453,0.6132141344189093,0.946089523816975,0.83244177249242,0.9345455776131107,0.08268231818712013,0.19559036249027906,1
0.16233330097660426,0.6948134913478792,0.2776234724203738,0.6384972600225339,0.8755350280603577,0.7390871067120054,0.8838995445686181,0.17740871895202304,0.3261981392849219,0.35502324771658067,1
0.4603675491224316,0.28768779575968784,0.7322175246874129,0.14749251454497148,0.7711581247600506,0.2902390615223144,0.2329055800123211,0.9667442895756222,0.764223169288189,0.1247396940562604,1
0.1662046509271139,0.3772934848076661,0.19007326520809364,0.6605210264968125,0.2290282528913803,0.4337085897836819,0.49335463010539016,0.6056409197575019,0.07423140689133378,0.11731479910038423,1
0.5953775201103176,0.8299061938051681,0.12764700649197258,0.4792172408218015,0.2322028836272294,0.8566977875698283,0.6658059427715061,0.38566458209746446,0.3810009784306325,0.21362430825374634,1
0.5331621044297147,0.09544553960127966,0.2437143338437774,0.6346053750469306,0.06697476382283163,0.8647786848061326,0.40611629395327753,0.7009118710184822,0.050758959165751905,0.3282699900210936,0
0.8389074414972275,0.914693218109904,0.12298718950150345,0.024785896413223263,0.8542127934678536,0.33865760465624717,0.4154758720951033,0.12733783202139404,0.8076563101758611,0.5290756630791863,1
0.01075048621109742,0.3227099858585495,0.48991668980071756,0.9439059528349354,0.5474492928892262,0.13796410819271432,0.6924239958339719,0.9782654149126924,0.34106372903721593,0.5146143564086942,1
0.5783668301495233,0.2830060772053572,0.9510343349829212,0.9017352019574183,0.45162936073296167,0.6999260107669772,0.22336116188069477,0.0031179943507401164,0.632306526305951,0.28728194473878055,0
0.40118574915733674,0.11035166621053705,0.8905775954848593,0.35588473714565383,0.26850342018158335,0.8509992377030108,0.31959524843540954,0.4468281232812652,0.23212311297799793,0.9355718136278228,1
0.04809455474627311,0.5394209278293097,0.9122150878931815,0.7623186867861403,0.46829921761003324,0.23520557605631487,0.717891582103925,0.5824863581185331,0.07028902569484097,0.4025890416935586,1
0.12316816296283872,0.1651872661726922,0.8207734943483485,0.03129310958948095,0.7649624205905794,0.6681257397638573,0.4053149821843067,0.10486987711261986,0.9609008036611427,0.30347551130587647,0
0.3855521307010995,0.8930294142782774,0.3966094617289079,0.5949929142911855,0.997650047103637,0.3177840639648808,0.8445255066992524,0.5538472467318752,0.04576241980830831,0.23562468461935016,0
0.4880803512457055,0.4392961473501299,0.7561713007408685,0.01810921262835541,0.7630850691937847,0.766215943958133,0.08441799769261782,0.34546827466079655,0.4021327205934043,0.9903938299674259,0
0.11669455728213385,0.06458303602418314,0.9056789325080769,0.23947336629671134,0.9021754462801053,0.04309628201106741,0.31093429235150793,0.4236385330204183,0.12326801365620721,0.2586286933398426,0
0.9512307597516286,0.7613613503556647,0.7723204861096025,0.7056392968455568,0.48656299687430205,0.7995369046713597,0.1431057618814513,0.6658788819952624,0.4486654428862984,0.4827329334840824,0
0.8329689337012495,0.457665327468172,0.12485604254933746,0.42338111220077534,0.9686548083571289,0.9272050264529683,0.7547781302838305,0.08796236762580811,0.4174826176386186,0.14969821710918485,0
0.9022622581079585,0.7543817774058266,0.6939602235816899,0.3644283448227378,0.7313746310095851,0.3550797352737901,0.4419114531988564,0.3260070174016003,0.9072538691071865,0.20047242287851208,0
0.27684813590240887,0.4989290870394971,0.7820793407309309,0.7697134465025546,0.7273451815547716,0.9407189682339807,0.3300986377438815,0.8760057471654767,0.23523830014857672,0.31507759420384074,0
0.5717933713151446,0.8538214919155256,0.20709723851079975,0.014525804892939864,0.45511064990163586,0.8570501854090685,0.9292479280244079,0.5871177314159152,0.7808008386517744,0.8068077636185316,1
0.09467014696169995,0.5155754008925183,0.5881083085125391,0.2938110924920708,0.19486051194328902,0.29177139111002837,0.8623093564081717,0.4445635960752964,0.5794946603492807,0.953343741913894,1
0.14609126072991663,0.9013246143659291,0.9878852628836775,0.6652722715608432,0.0375625428256362,0.09423840153096497,0.14001913100001673,0.6602793603881468,0.6944459214716143,0.3328953053673195,1
0.6030625361061602,0.08473584920022725,0.6377958019779637,0.1670653819034068,0.16486097265159572,0.07715708097205243,0.8660709532239078,0.32595530880366297,0.9161953423232542,0.885311584974663,1
0.5029011550558445,0.6086649332425016,0.34184596848202264,0.6852986438529679,0.4397615596508765,0.4699383842646956,0.6316359640165781,0.5146405056904255,0.3398942502189304,0.7413725003697327,1
0.6057622963470692,0.03447127348915746,0.8757052933263553,0.6615917219593829,0.7017391226846167,0.7335881276245455,0.5251917917380917,0.10099735578821012,0.286851289575081,0.3930692279732524,1
0.9580815945319737,0.6869506870124849,0.26497244480515003,0.13629403430270493,0.6343269856196577,0.37467733256860614,0.728030465389536,0.7931354007776653,0.8765837657598399,0.11427224676371939,0
0.3076696472915492,0.9581505883491991,0.20646052761685396,0.7923654044579281,0.33472849904201474,0.07639465524175715,0.889248336101634,0.846708338781783,0.013115047277735825,0.039721377157049265,0
0.11874161276312745,0.9912454062576758,0.5484814847935473,0.9779546568565926,0.22059390993983108,0.294424741704437,0.31385310204836037,0.6194361884372072,0.5514424004627697,0.1720708628517149,1
0.5953533297739814,0.9230992436407478,0.6487676772059315,0.7669817561728645,0.9746091751595636,0.5156209826691931,0.23871902897675368,0.4813420530944036,0.0466133697721669,0.22230042011343187,1
0.0016756161664801539,0.011330819726259378,0.8978750971016531,0.48430125587881456,0.2850054842978136,0.5226664959152203,0.7284863521613493,0.35512875004927136,0.44345708247764637,0.9084885146414037,0
0.8312681383937225,0.9259514446480428,0.7560617464442039,0.36797729251163536,0.9087082781235333,0.024761866564779633,0.9407796438045621,0.6091224148860365,0.7835610504192674,0.4300567938753681,1
0.10997057350778172,0.5834021607898967,0.03647890281130406,0.8958348349057249,0.5512974732884969,0.39823716985783175,0.23743302198108784,0.039572786943515736,0.8508256056458806,0.27149206650006363,1
0.2446691540206235,0.841907891215631,0.6397003220893274,0.07266978406468327,0.05277719912075041,0.07195376380449336,0.25462970494089776,0.22971147695880523,0.9403766582731714,0.5564974337949421,0
0.0015894388199988452,0.0032583530168692754,0.5902533712142577,0.9251463473388544,0.6508095337622919,0.7630757371982272,0.25657219148784016,0.7010286673229567,0.910304449245226,0.5518845039635242,1
0.6224090440919166,0.839109760829209,0.6388949841415515,0.4667836794136232,0.9940926482905699,0.8949012781849781,0.961524542823776,0.5698202692752818,0.7341577141209406,0.54442587552061,0
0.0912622017828637,0.26693461930202256,0.21867091363129765,0.05324846687528684,0.45518017110080733,0.09293882534886078,0.7318514082685125,0.3713647945094225,0.01659419966513953,0.7483420345265418,0
0.9853224537798564,0.4445052000192016,0.5055557914331011,0.45972728684482944,0.5951103679550541,0.07952392157569832,0.19002638077469558,0.590208782451025,0.9127497307828292,0.5522909726633081,0
0.9211690822064927,0.7905586512300172,0.9944314721027583,0.9524442590313872,0.8229487962546221,0.3336980089631507,0.28948711050402165,0.8597352270765373,0.5229574703503339,0.04382328610710373,0
0.8646309512126583,0.5741782364114428,0.13801225765531366,0.9037339879737512,0.8469046665843828,0.3399875558705777,0.025193996233779492,0.3172493381377409,0.18884348143040486,0.8575312825876684,0
0.6572076855689429,0.4585578095797809,0.9279748246372449,0.006134823214499763,0.5969875697864542,0.20109073980100223,0.3941880602961173,0.7362852406649817,0.603837967598252,0.66411077020965,1
0.8576531957942394,0.9064316660644699,0.07258485786413194,0.39481060583540273,0.9910992440299383,0.6916237448253403,0.8935223965459409,0.18682569122207027,0.7069275616059199,0.6200058796544411,0
0.6019987046516782,0.6698885564169106,0.005431163879815681,0.18431828030893482,0.08212488594725098,0.8900625673423439,0.265745774983968,0.5131215669412466,0.49197142325043475,0.16296635944786952,1
